Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
2.0,2.0,94.0,Urban,,,False,Gas,False,True,2022-06-13,Green,Johanna,False,Good,Poor,Poor,Poor,10.0,3.44,94.0,Aluminum 7QSI Window,133.9745
1.0,2.0,98.0,Suburbann,61.0,Good,False,Electricity,False,True,2020-07-18,Yellow,,False,Good,Excellent,Poor,Excellent,16.0,2.61,,Aluminum YTFAT9 Window,90.81333
,1.0,80.0,Rural,,Excellent,,Gas,False,True,2022-12-07,Yellow,Laura,False,Good,Good,Poor,Excellent,26.0,3.1,-401.0,8D3B8E3 Steel PD7,403.70344
2.0,1.0,93.0,Rural,,,False,Oil,False,False,2021-08-12,Green,Daniel,False,Poor,Good,Poor,Good,7.0,3.1,,Steel 4MO6XJ2,292.47791
,2.0,65.0,,63.0,None,False,Oil Heating,True,True,2023-02-15,White,Maria,False,Good,Good,Poor,Excellent,7.0,1.51,,S8Z Aluminum ANL84PU,87.63929
,2.0,66.0,Urban,53.0,,False,Gas,True,False,2023-05-08,Gray,Stefan,False,Poor,Excellent,Good,Excellent,7.0,2.56,67.0,7IOEI Steel RR5YH,201.17931
,1.0,77.0,Urban,43.0,None,,Gas,False,False,2022-01-31,Green,Roman,False,Good,Excellent,Excellent,Excellent,7.0,3.44,77.0,FQND Aluminum TFD8 Window,116.87788
3.0,2.0,109.0,Rural,19.0,None,False,Oil,True,True,2022-09-10,,Denis,False,Excellent,Good,Poor,Good,7.0,2.89,,Wood L7H Window,397.34619
1.0,2.0,143.0,Suburbann,,None,,Electricity,False,True,2021-10-27,Gray,Theresa,False,Good,Good,Excellent,Excellent,7.0,1.85,87.0,7WPU Wood NIJ0YD,132.89597
2.0,1.0,103.0,Urban,18.0,None,,Oil,True,True,2023-08-02,Yellow,Lukas,False,Good,Good,Good,Good,7.0,2.39,163.2,Steel 0RB9U,324.04846
1.0,1.0,38.0,Rural,30.0,,True,Electric,False,True,2023-05-31,Gray,Stefan,False,Good,Poor,Excellent,Good,16.0,1.18,22.2,6H0CL Steel IBEINW3 Window,293.86908
3.0,2.0,113.0,Rural,65.0,Poor,,Oil Heating,False,True,2021-08-30,Gray,Laura,False,Poor,Good,Good,Poor,10.0,1.42,-163.0,Steel Y8J75,432.58653
2.0,1.0,87.0,Suburbann,65.0,Good,,Oil,False,False,2020-08-07,Green,Lukas,False,Good,Good,Good,Good,16.0,1.85,,Wood V7ISCKC Window,117.48888
2.0,1.0,80.0,Rural,53.0,,,Electric,False,True,2023-06-03,White,Johanna,False,Good,Good,Excellent,Good,16.0,1.49,46.8,Steel AIAOD,353.0536
2.0,3.0,117.0,Urban,41.0,Excellent,False,Gas,False,True,2023-11-30,Yellow,Daniel,False,Good,Good,Poor,Good,26.0,1.71,,Aluminum V2VO6 Window,242.30692
,2.0,66.0,Rural,46.0,Good,False,Oil Heating,False,False,2020-11-17,Gray,Lukas,False,Excellent,Excellent,Excellent,Excellent,16.0,1.55,,Steel Q78 Window,328.27151
2.0,1.0,145.0,Rural,60.0,None,False,Gas,True,True,2020-09-14,Gray,Andreas,False,Poor,Excellent,Good,Excellent,7.0,1.92,147.0,MYTTQJ3 Wood ROFDB,367.15557
,2.0,100.0,Rural,17.0,Excellent,,Electricity,True,False,2023-11-02,,Daniel,False,Good,Good,Good,Good,26.0,3.14,,8L3KV3J Steel JK1 Window,386.76691
1.0,1.0,30.0,Suburbann,7.0,None,False,Gas,False,False,2023-03-09,White,Sandra,False,Good,Poor,Good,Excellent,7.0,2.85,,AGU Steel KOHI8O,94.90424
4.0,3.0,138.0,Urban,15.0,Good,,Electricity,False,True,2021-05-10,Yellow,Natalie,False,Good,Excellent,Excellent,Good,16.0,3.11,82.8,5R2KYS6 Wood 4K36O Window,276.72689
1.0,1.0,68.0,Rural,64.0,None,False,Electric,False,False,2021-08-10,White,Roman,False,Excellent,Good,Excellent,Excellent,7.0,1.39,,Steel 4ODII,241.68932
4.0,,139.0,Suburbann,55.0,Poor,,Electricity,True,True,2022-05-24,,Maria,False,Good,Poor,Excellent,Good,10.0,3.28,82.8,VLHFQC4 Wood 1P1CF Window,149.91114
1.0,1.0,54.0,Rural,39.0,None,False,Oil,False,True,2023-03-22,Green,Denis,False,Good,Good,Poor,Good,7.0,1.88,,8SJ4 Steel YSBZX6,302.81946
,,55.0,Urban,26.0,Good,,Electricity,False,True,2023-09-07,White,,False,Excellent,Excellent,Good,Good,16.0,3.39,,Steel 32ER,239.32097
3.0,,135.0,,27.0,None,False,Electricity,False,True,2023-06-15,Green,Denis,False,Good,Good,Good,Poor,7.0,1.7,7174.0,Wood 6LV,334.38722
,,107.0,Suburbann,42.0,None,False,Electricity,False,False,2023-03-14,,,False,Good,Excellent,Good,Excellent,7.0,2.78,64.2,Wood 82M,102.9173
,,145.0,Rural,54.0,Excellent,False,Electricity,False,True,2021-03-29,White,,False,Good,Good,Poor,Good,26.0,1.79,,Steel 9ARTNX,443.35478
2.0,3.0,127.0,Rural,48.0,Good,True,Gas,True,True,2021-06-09,,Natalie,False,Excellent,Excellent,Excellent,Poor,16.0,2.49,,VHZJ5C Wood 96CK4FX,404.82279
1.0,,72.0,Rural,39.0,None,False,Oil,False,False,2022-02-24,Yellow,Denis,False,Good,Excellent,Good,Good,7.0,3.91,115.2,Wood E369 Window,234.15957
4.0,1.0,130.0,Suburbann,,,,Oil Heating,False,True,2023-12-16,White,Florian,False,Excellent,Good,Good,Poor,10.0,2.87,208.0,IWHAOQQ Aluminum F5S6 Window,152.13731
1.0,1.0,85.0,Rural,58.0,Poor,False,Electric,False,True,2022-03-06,Yellow,Natalie,False,Good,Poor,Excellent,Excellent,10.0,3.58,50.4,DWPJ Wood B1U2,244.08867
2.0,2.0,97.0,Rural,70.0,Good,False,Gas,True,False,2023-01-02,Green,Sabrina,False,Poor,Good,Excellent,Excellent,16.0,2.96,96.0,RE0BXU2 Wood FEMQF,288.93797
,,138.0,Suburban,13.0,None,True,Electricity,False,True,2020-11-01,Gray,Daniel,False,Good,Good,Poor,Good,7.0,1.21,,8YJ Aluminum J6920H Window,116.67729
,,93.0,Suburban,8.0,None,False,Gas,False,False,2020-06-14,White,Natalie,False,Good,Good,Excellent,Good,7.0,1.49,,Aluminum 6KO,77.50958
,1.0,23.0,Urban,71.0,Good,,Gas,False,False,2022-12-21,Green,Lukas,False,Good,Excellent,Excellent,Good,16.0,3.05,,Aluminum 6OLV9 Window,79.78221
,,27.0,Suburban,63.0,,,Electricity,False,True,2023-12-28,Gray,Sandra,False,Excellent,Good,Excellent,Good,7.0,1.57,16.2,YP2 Wood 1A36K Window,73.83761
1.0,2.0,68.0,Rural,36.0,None,False,Oil Heating,False,True,2021-04-03,Yellow,Maria,False,Excellent,Good,Excellent,Good,7.0,3.44,,Wood 90TR1 Window,281.8028
,1.0,96.0,Rural,3.0,Excellent,False,Oil,False,False,2021-10-26,Gray,Johanna,False,Excellent,Good,Excellent,Poor,26.0,1.78,,A62DRUT Aluminum XLMR,293.96323
1.0,1.0,56.0,Suburbann,,None,True,Gas,False,True,2023-01-30,Green,Sandra,False,Good,Poor,Excellent,Excellent,7.0,2.12,,Wood YXO Window,91.7365
2.0,,135.0,Urban,,None,False,Electricity,False,False,2023-11-14,Gray,Florian,False,Good,Excellent,Excellent,Poor,7.0,2.03,81.6,0DQXIRY Wood Q69OX Window,189.70046
,1.0,68.0,Suburban,63.0,Poor,False,Electric,False,True,2020-02-28,White,Stefan,False,Good,Excellent,Poor,Good,10.0,1.49,,C33KT8 Wood VACUTFD,86.8912
3.0,3.0,128.0,Urban,60.0,Good,,Electric,True,True,2020-05-08,Yellow,Sandra,False,Excellent,Good,Good,Excellent,16.0,4.14,,Steel AHGE8W,305.71318
,2.0,70.0,Suburban,60.0,None,False,Oil Heating,False,False,2022-04-22,Gray,Roman,False,Good,Excellent,Excellent,Excellent,7.0,2.52,,4TS4S Aluminum 2U0QUC Window,77.51417
,1.0,90.0,Urban,53.0,Good,False,Oil Heating,True,False,2023-12-24,White,Andreas,False,Good,Excellent,Poor,Good,16.0,2.22,,VW3 Aluminum BRUC Window,184.38207
,1.0,111.0,Urban,42.0,None,True,Oil Heating,True,True,2022-08-04,,Sabrina,False,Good,Good,Good,Excellent,7.0,2.51,,OSR Wood HNHM Window,269.90075
1.0,,47.0,Rural,47.0,,False,Oil Heating,True,False,2024-02-03,Green,Natalie,False,Good,Excellent,Poor,Excellent,26.0,2.81,,70JZEY8 Aluminum AFFGH2,218.97318
,,23.0,Urban,59.0,Good,,Gas,False,False,2023-07-26,Gray,Natalie,False,Good,Excellent,Good,Good,16.0,2.57,,GYH Steel MYIC4 Window,166.74407
1.0,,94.0,Rural,48.0,None,False,Gas,False,True,2020-11-09,Yellow,Laura,False,Good,Excellent,Good,Good,7.0,4.51,,Steel P9JK,344.756
2.0,,106.0,Suburbann,35.0,None,True,Oil,True,True,2024-01-12,Yellow,Theresa,False,Good,Excellent,Excellent,Good,7.0,2.69,,HRTQBK5 Aluminum 0DKZ,137.70494
1.0,,87.0,Suburbann,61.0,Good,True,Gas,False,True,2024-02-15,White,Stefan,False,Good,Good,Good,Good,16.0,3.36,,Steel JB53,161.84978
4.0,,140.0,Suburban,47.0,None,False,Gas,True,True,2022-06-16,White,Lukas,False,Poor,Good,Excellent,Excellent,7.0,3.72,,Aluminum 28FJ,140.80143
1.0,1.0,39.0,Suburbann,,None,True,Electric,False,True,2022-08-21,Yellow,Martin,False,Good,Good,Good,Good,7.0,2.72,,Aluminum EN4BGS Window,36.39957
,1.0,62.0,Suburbann,62.0,Good,False,Gas,True,True,2020-11-30,Yellow,Sandra,False,Good,Excellent,Poor,Poor,16.0,1.94,,Steel CJH44VX,137.47587
,1.0,49.0,Rural,68.0,Poor,,Oil Heating,False,True,2021-01-17,Gray,Andreas,False,Excellent,Good,Poor,Good,10.0,1.84,,Aluminum IC5Q Window,148.17348
1.0,,106.0,Suburbann,11.0,Excellent,,Electric,False,False,2020-11-02,,Laura,False,Good,Good,Good,Good,26.0,2.71,,Aluminum YXKCD3B,97.38819
,1.0,68.0,,,None,,Gas,False,False,2020-10-28,Green,Lukas,False,Poor,Excellent,Excellent,Good,7.0,1.99,,Wood GWQ Window,133.42922
,3.0,121.0,Rural,63.0,None,False,Electric,True,False,2021-09-15,Gray,Theresa,False,Good,Excellent,Good,Good,7.0,1.68,73.2,FZF Wood 0RPK Window,257.41362
1.0,,28.0,Urban,36.0,None,False,Gas,False,True,2022-04-09,White,Roman,False,Poor,Excellent,Poor,Good,7.0,3.89,,Wood GC9,116.58849
1.0,1.0,22.0,Rural,61.0,None,,Oil Heating,False,True,2022-08-05,Yellow,Denis,False,Good,Good,Good,Excellent,7.0,3.68,,Aluminum H58 Window,97.56784
,,135.0,Urban,54.0,None,False,Gas,False,True,2023-07-20,Yellow,Florian,False,Good,Good,Poor,Good,7.0,3.37,,Steel EAXY70,304.34699
2.0,2.0,129.0,Rural,44.0,None,,Electricity,True,True,2020-09-18,Gray,Natalie,False,Good,Good,Good,Good,7.0,1.74,76.8,2OLVT6 Aluminum A6B Window,233.73292
,2.0,109.0,Suburbann,,None,False,Oil,False,True,2023-12-08,Green,Denis,False,Good,Good,Excellent,Good,7.0,1.88,,Aluminum UVR Window,128.10232
,2.0,144.0,Rural,30.0,None,,Electric,False,False,2021-08-19,Green,Maria,False,Excellent,Good,Poor,Poor,7.0,3.23,,Aluminum 6PO4,195.36571
2.0,4.0,138.0,Rural,40.0,None,,Gas,False,False,2021-09-22,Gray,Johanna,False,Poor,Excellent,Good,Good,7.0,2.65,,Aluminum QALCO Window,244.10657
2.0,2.0,121.0,Urban,57.0,None,,Oil,False,True,2020-08-19,Yellow,Laura,False,Good,Excellent,Excellent,Excellent,7.0,3.28,,Wood J05,276.21661
,3.0,112.0,Rural,64.0,None,False,Oil Heating,True,True,2023-09-22,Green,Martin,False,Good,Poor,Good,Good,7.0,1.68,,I0KAN3 Steel CJGCQ,465.12804
2.0,,87.0,Rural,33.0,None,False,Oil Heating,True,True,2021-03-12,White,Theresa,False,Good,Poor,Poor,Good,7.0,3.15,140.8,Aluminum 0ID,243.44038
,1.0,127.0,Suburbann,17.0,Good,False,Electricity,True,True,2020-01-21,White,Andreas,False,Good,Poor,Excellent,Poor,16.0,3.18,,97C0MV Wood RHXA Window,137.48894
,1.0,30.0,Urban,52.0,Good,False,Electric,False,True,2023-08-30,,Martin,False,Poor,Poor,Excellent,Good,16.0,2.13,18.0,QWYT Steel D0H68,191.76679
1.0,1.0,32.0,Rural,59.0,Poor,,Electric,True,True,2023-06-29,Yellow,Sabrina,False,Good,Excellent,Poor,Excellent,10.0,4.61,19.2,H9SH Wood TFB3R,3984.1318
1.0,1.0,123.0,Urban,27.0,None,False,Electricity,False,True,2022-08-28,Green,Laura,False,Poor,Excellent,Excellent,Good,7.0,2.37,,SHNF Wood DF6HLN,213.08826
,5.0,142.0,Rural,69.0,Excellent,,Electricity,False,False,2023-04-22,White,Sandra,False,Good,Poor,Good,Good,26.0,2.38,85.2,Wood SYGJ81,337.54555
1.0,,53.0,Rural,33.0,None,False,Electricity,False,False,2020-10-03,White,Natalie,False,Good,Poor,Excellent,Good,7.0,1.78,,RJFBUTK Aluminum R2AM,97.56147
1.0,2.0,120.0,Urban,25.0,None,False,Electric,False,True,2021-04-04,Green,Florian,False,Good,Excellent,Excellent,Poor,7.0,3.32,71.4,SSFQX Wood BTSS9,206.27602
2.0,2.0,71.0,Suburban,23.0,Good,False,Oil,True,True,2023-03-10,Yellow,Johanna,False,Good,Good,Good,Good,16.0,2.67,,Wood MSDQFTL Window,150.2422
1.0,3.0,110.0,Rural,42.0,None,True,Electricity,False,True,2021-12-26,White,Florian,False,Excellent,Good,Good,Good,7.0,3.89,,TBPILBL Aluminum NZSD14I Window,208.2992
,1.0,38.0,Rural,25.0,None,,Electricity,False,True,2020-05-25,Gray,Natalie,False,Poor,Poor,Poor,Good,7.0,1.64,,Wood BUSAV9M,148.16282
2.0,2.0,92.0,Rural,38.0,None,,Oil Heating,True,True,2020-03-02,White,Theresa,False,Good,Poor,Good,Good,7.0,2.24,,Wood EJSBIQ,318.77959
1.0,,37.0,Urban,67.0,Good,False,Electric,True,True,2022-04-13,Gray,Natalie,False,Good,Good,Excellent,Good,16.0,1.74,,NEP Aluminum T9D9TRW Window,108.32737
1.0,,59.0,Suburbann,33.0,Poor,True,Electric,True,True,2023-01-08,,Roman,False,Good,Good,Good,Poor,10.0,2.47,,Wood OUFAD9 Window,97.00308
,2.0,142.0,Rural,68.0,None,False,Gas,True,True,2023-12-07,Yellow,Martin,False,Poor,Good,Good,Excellent,7.0,4.02,,Steel 429G Window,461.24881
1.0,1.0,49.0,Rural,29.0,Excellent,,Oil Heating,False,True,2021-09-16,Gray,Sandra,False,Good,Good,Good,Good,26.0,2.73,76.8,PASUII1 Aluminum OY7BO0 Window,229.13415
1.0,1.0,65.0,Rural,28.0,Good,,Gas,False,True,2023-01-20,White,Denis,False,Excellent,Poor,Poor,Good,16.0,1.74,,PIH Steel 7SSQL,341.06711
2.0,1.0,74.0,Urban,56.0,None,False,Electric,False,True,2021-11-13,Yellow,Maria,False,Good,Good,Excellent,Excellent,7.0,2.78,44.4,2FHGH Aluminum FX6CRN Window,114.73587
1.0,,20.0,Urban,61.0,None,True,Electricity,True,False,2020-08-04,Green,Johanna,False,Good,Excellent,Excellent,Poor,7.0,3.14,,Wood 4X8C2 Window,93.81491
,3.0,120.0,,60.0,None,False,Electric,True,False,2022-05-29,Green,Denis,False,Good,Excellent,Poor,Good,7.0,2.37,71.4,P8FVLM Wood SEKUBO Window,177.5363
1.0,1.0,-826.0,Urban,28.0,None,False,Gas,False,True,2021-12-24,Gray,Martin,False,Excellent,Excellent,Good,Poor,7.0,1.41,,Wood H38H00Q,175.72368
,,121.0,Suburban,71.0,None,False,Gas,False,True,2021-12-19,Yellow,Sabrina,False,Excellent,Good,Poor,Excellent,7.0,2.14,122.0,YKAD7C Steel 2CFYT,167.18134
,1.0,41.0,Urban,49.0,Poor,False,Electric,False,True,2021-09-23,White,Laura,False,Excellent,Excellent,Good,Good,10.0,2.02,24.0,Aluminum RNFGDR Window,90.33523
,,139.0,Urban,41.0,None,False,Gas,False,True,2021-08-03,,,False,Poor,Excellent,Good,Excellent,7.0,4.63,138.0,Steel LQ8K3XG Window,306.76771
,,149.0,Rural,52.0,Good,,Oil,True,True,2023-06-19,Yellow,Sabrina,False,Good,Good,Good,Good,16.0,4.09,,Steel 0C93C,582.8231
3.0,3.0,129.0,Urban,52.0,None,,Oil,False,True,2022-08-08,White,Daniel,False,Good,Poor,Excellent,Good,7.0,2.45,206.4,Steel 11OP5,349.46099
1.0,3.0,126.0,Suburban,53.0,None,False,Oil Heating,True,True,2023-08-19,Gray,Laura,False,Poor,Excellent,Excellent,Poor,7.0,1.7,,Wood B7ND,180.5599
1.0,1.0,35.0,Suburban,29.0,None,False,Gas,False,True,2021-03-27,Gray,Lukas,False,Good,Excellent,Good,Poor,7.0,1.34,,Aluminum 08Q Window,46.4831
3.0,,138.0,Rural,38.0,Good,False,Oil,False,True,2022-05-04,Gray,Sandra,False,Good,Good,Good,Good,16.0,1.0,,Wood N8L25G7,482.92086
1.0,1.0,55.0,Suburbann,49.0,None,,Oil,False,True,2023-09-22,,Roman,False,Good,Excellent,Excellent,Excellent,7.0,3.22,84.8,Aluminum DHAV5,80.76829
1.0,1.0,58.0,Urban,66.0,None,True,Electric,False,False,2023-01-07,Yellow,Maria,False,Excellent,Poor,Good,Excellent,7.0,4.85,5416.0,IEJ Steel DGRJ6,161.75304
1.0,,20.0,Urban,57.0,None,False,Oil,False,True,2023-10-25,White,Stefan,False,Good,Good,Excellent,Good,7.0,3.77,,SSMMGFW Steel R1WX31 Window,178.23357
,1.0,30.0,,,,False,Oil Heating,False,True,2021-08-02,White,Daniel,False,Excellent,Good,Excellent,Excellent,26.0,3.1,,T2U Aluminum 2HH29I Window,83.28769
1.0,1.0,26.0,Suburban,-1.0,None,True,Gas,False,True,2021-11-18,Yellow,Sabrina,False,Excellent,Poor,Good,Good,7.0,4.26,,Steel X4RYUG Window,107.42614
2.0,,143.0,Urban,48.0,None,True,Electricity,True,True,2023-09-23,Yellow,Daniel,False,Good,Good,Excellent,Good,7.0,4.82,,Aluminum UWKACW6,209.87397
1.0,1.0,25.0,Rural,50.0,None,False,Electricity,False,True,2023-04-08,Yellow,Sandra,False,Good,Good,Poor,Excellent,7.0,1.35,15.6,XFS5 Wood TW66XCG,157.18956
1.0,,122.0,,,,False,Oil,False,True,2023-01-16,Gray,Denis,False,Poor,Excellent,Excellent,Poor,26.0,3.01,195.2,EJR Wood HELX3EM Window,328.36692
2.0,1.0,94.0,Rural,67.0,Good,,Oil,False,False,2021-09-24,Green,Andreas,False,Good,Good,Excellent,Poor,16.0,3.16,152.0,O7E2WM3 Wood QJY085 Window,292.47483
,5.0,135.0,,50.0,None,False,Electric,False,False,2021-09-16,White,Sandra,False,Poor,Poor,Good,Poor,7.0,3.28,,Q2GWB Steel 7V5,299.76695
,,105.0,Suburbann,11.0,Good,False,Oil,True,False,2020-12-19,Gray,Florian,False,Poor,Excellent,Poor,Good,16.0,2.63,168.0,Steel 0UK80Z Window,167.34524
,3.0,147.0,Rural,43.0,Poor,False,Oil Heating,False,True,2021-05-14,Green,Johanna,False,Good,Excellent,Good,Good,10.0,3.02,,Steel UOZBZRB Window,520.11817
4.0,2.0,135.0,Urban,46.0,,,Oil,False,False,2023-12-13,Gray,Maria,False,Excellent,Poor,Poor,Good,16.0,2.08,214.4,Aluminum 620FD Window,238.23542
2.0,1.0,71.0,Urban,60.0,None,,Oil Heating,True,True,2021-01-11,White,Denis,False,Good,Poor,Poor,Good,7.0,3.42,,Wood ZA3M64,186.74422
1.0,1.0,21.0,Suburban,37.0,Excellent,False,Electricity,True,True,2023-10-12,White,Daniel,False,Good,Poor,Good,Excellent,26.0,1.72,13.2,Wood 7GZ0ZZB,109.22119
2.0,1.0,95.0,Rural,32.0,None,False,Electricity,False,False,2022-05-10,Gray,Andreas,False,Excellent,Good,Poor,Poor,7.0,2.76,57.6,Steel KJJT,267.77552
1.0,1.0,29.0,Urban,25.0,Excellent,False,Electric,False,True,2023-11-21,Yellow,Stefan,False,Good,Good,Good,Good,26.0,1.98,17.4,I4R6Y Steel IT592 Window,234.12938
,2.0,135.0,Rural,54.0,None,True,Oil,False,True,2021-05-02,Yellow,,False,Good,Excellent,Excellent,Good,7.0,4.21,,Aluminum E7V69SM,360.04679
5.0,4.0,135.0,Urban,58.0,,,Gas,True,False,2023-05-13,White,Roman,False,Poor,Good,Good,Good,26.0,1.83,136.0,V5DW Aluminum AIS2,239.58383
1.0,1.0,65.0,Urban,46.0,Good,True,Oil Heating,True,False,2024-01-18,Yellow,Daniel,False,Good,Poor,Good,Good,16.0,2.08,100.8,OO00TK7 Wood V5J Window,185.50829
1.0,,97.0,Urban,,,,Gas,True,True,2020-08-09,,Sabrina,False,Excellent,Good,Poor,Good,26.0,2.71,,AXCBY Steel 6GZ3ID6 Window,300.36753
2.0,1.0,83.0,Urban,33.0,None,False,Oil,False,True,2021-04-01,Yellow,Maria,False,Good,Excellent,Excellent,Good,7.0,2.29,,Steel P4L4O,272.51646
2.0,2.0,95.0,Suburbann,42.0,Excellent,,Gas,True,True,2022-11-15,Yellow,Theresa,False,Excellent,Poor,Excellent,Excellent,26.0,4.38,,0GXW3 Steel 9VD Window,204.50794
,2.0,67.0,Suburbann,,,False,Electricity,False,False,2021-06-21,Green,Daniel,False,Good,Good,Excellent,Poor,7.0,1.77,,L2Y Aluminum SJKL9B,46.91061
2.0,1.0,97.0,Rural,69.0,None,True,Oil Heating,False,True,2023-07-26,Green,Roman,False,Excellent,Good,Excellent,Poor,7.0,2.21,153.6,Aluminum UE4JDS Window,261.36973
,,,,,,,,,,,,,,,,,,,,,,
,,38.0,,,Good,,Oil Heating,False,True,2021-01-06,Green,Natalie,False,Good,Poor,Excellent,Poor,16.0,1.71,,Aluminum T8Q3 Window,59.55907
3.0,1.0,108.0,Urban,,,,Electricity,False,True,2022-03-30,White,Roman,False,Good,Good,Excellent,Poor,16.0,2.32,65.4,6282A Steel 6YUWEC,263.71953
,1.0,32.0,,44.0,None,,Electricity,True,True,2023-03-06,,Sandra,False,Good,Good,Good,Excellent,7.0,2.04,,4I4VR Aluminum Y0ZW8MO Window,118.34095
,,112.0,Rural,33.0,None,False,Electric,True,False,2023-11-06,Green,Sabrina,False,Excellent,Excellent,Good,Good,7.0,1.55,,SIB72D Steel RLV9B6,329.1976
,3.0,125.0,Suburban,55.0,None,,Oil Heating,True,True,2022-04-08,White,Lukas,False,Poor,Good,Excellent,Excellent,7.0,1.62,200.0,4FY9IOM Steel 9DP5,208.58088
1.0,1.0,25.0,Rural,65.0,,True,Gas,True,True,2023-10-28,Gray,Andreas,False,Good,Good,Excellent,Good,26.0,2.87,26.0,Steel 6U5 Window,340.54744
,,120.0,Suburban,65.0,,,Oil,False,True,2020-01-24,White,Theresa,False,Good,Excellent,Good,Poor,7.0,2.71,,Wood 3CETAF Window,154.91302
,,69.0,Urban,53.0,Poor,True,Gas,False,True,2021-05-22,Yellow,Martin,False,Excellent,Excellent,Excellent,Excellent,10.0,4.88,68.0,Wood AETD8RJ Window,3795.331
2.0,2.0,61.0,Rural,57.0,None,False,Oil,False,False,2020-11-07,Yellow,Sabrina,False,Excellent,Good,Good,Good,7.0,4.47,5706.0,Wood H2UEA Window,210.92122
1.0,1.0,58.0,Urban,43.0,Poor,,Electric,True,False,2022-05-31,Yellow,Andreas,False,Poor,Poor,Good,Excellent,10.0,4.49,,PXZKH Steel L3N8VZ9 Window,171.90123
1.0,,81.0,Urban,,None,False,Electric,True,False,2023-12-22,Gray,Natalie,False,Good,Excellent,Good,Good,7.0,3.04,,EJLK Steel JFEFYAA Window,194.97487
,1.0,135.0,,61.0,Good,False,Electricity,False,True,2020-10-05,Gray,Martin,False,Good,Poor,Excellent,Good,16.0,1.05,,NV0SCID Wood U658,139.04295
2.0,,115.0,Urban,48.0,None,False,Oil,True,True,2022-03-23,White,Daniel,False,Excellent,Good,Poor,Poor,7.0,3.87,,Steel M21Z Window,327.48851
3.0,1.0,118.0,Suburbann,45.0,Excellent,False,Gas,False,False,2021-05-07,Green,Natalie,False,Good,Excellent,Good,Poor,26.0,3.08,116.0,EHX Aluminum BKD,113.14946
,1.0,53.0,Suburbann,,Good,False,Gas,True,False,2020-09-21,Gray,Sandra,False,Excellent,Good,Good,Excellent,16.0,1.03,52.0,Wood 0NJOCN,89.37848
2.0,2.0,82.0,Rural,43.0,Poor,,Electric,False,True,2020-03-22,White,Stefan,False,Good,Poor,Good,Poor,10.0,3.74,,Wood KD15,224.96924
1.0,,114.0,Urban,50.0,,False,Gas,False,True,2021-01-02,Green,Denis,False,Excellent,Excellent,Poor,Good,16.0,3.23,113.0,CPUX Wood SHL Window,240.01505
,,82.0,Suburbann,48.0,None,False,Oil,True,True,2022-07-12,,Sabrina,False,Good,Good,Good,Poor,7.0,2.29,,Aluminum L54,99.84828
2.0,1.0,110.0,Rural,19.0,None,False,Gas,False,True,2022-05-01,Yellow,Stefan,False,Poor,Good,Good,Good,7.0,3.34,110.0,QSBJWNX Aluminum PQ6Z Window,234.64219
,1.0,55.0,Suburbann,49.0,None,False,Oil Heating,False,True,2021-08-24,Yellow,Lukas,False,Excellent,Good,Poor,Excellent,7.0,2.24,89.6,Aluminum 5V4RPC Window,72.47587
,,103.0,Urban,30.0,Excellent,,Oil Heating,False,True,2020-06-26,White,Denis,False,Good,Poor,Excellent,Poor,26.0,3.21,,Steel FY7TJD,342.90231
,1.0,147.0,Urban,61.0,None,,Gas,True,True,2023-11-07,Yellow,Roman,False,Good,Excellent,Excellent,Good,7.0,3.59,,Wood EHU Window,5965.9220000000005
1.0,,24.0,Rural,24.0,Excellent,False,Electricity,False,True,2021-03-19,Yellow,Johanna,False,Good,Poor,Excellent,Poor,26.0,1.42,15.0,Steel 71QJTO8,295.29321
3.0,2.0,5053.0,,53.0,None,False,Oil,True,True,2021-08-19,Yellow,,False,Good,Excellent,Excellent,Excellent,7.0,2.71,,Wood 00CV9,404.03428
3.0,3.0,105.0,Rural,70.0,None,,Electricity,False,True,2022-02-18,,Johanna,False,Excellent,Good,Good,Excellent,7.0,3.85,,2OQ Steel VQSMZ Window,356.10119
1.0,3.0,99.0,Rural,23.0,Poor,,Oil Heating,True,True,2023-10-08,Gray,Florian,False,Poor,Excellent,Good,Good,10.0,2.33,,1UHOTPI Steel C1OQ13Q Window,468.78146
1.0,1.0,21.0,Rural,68.0,Good,,Oil Heating,False,False,2021-05-28,Green,,False,Poor,Good,Excellent,Good,16.0,1.72,,Wood 8VVLX82,156.90391
2.0,1.0,95.0,Urban,47.0,Good,False,Gas,False,True,2024-01-26,Green,Andreas,False,Good,Excellent,Poor,Good,16.0,1.75,,Wood PBHAOCM Window,234.88736
,,82.0,Rural,11.0,None,False,Gas,False,True,2021-10-03,Gray,Daniel,False,Poor,Poor,Good,Good,7.0,1.15,,Steel PSZTT,329.43113
2.0,2.0,86.0,,,None,,Oil Heating,False,True,2020-04-11,Green,Maria,False,Good,Good,Good,Excellent,7.0,3.27,,Steel EVD,362.5994
